StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q0_Consent,GenViciousEval,LSViciousEval,SEAVicious,GenVirtuousEval,LSVirtuousEval,SEAVirtuousEval,GenRecklessEval,LSRecklessEval,SEARecklessEval,GenCourageousEval,LSCourageousEval,SEACourageousEval,GenSelfishEval,LSSelfishEval,SEASelfishEval,GenGenerousEval,LSGenerousEval,SEAGenerousEval,GenCruelEval,LSCruelEval,SEACruelEval,GenCompassionateEval,LSCompassionateEval,SEACompassionateEval,GenRudeEval,LSRudeEval,SEARudeEval,GenFriendlyEval,LSFriendlyEval,SEAFriendlyEval,GenManipulativeEval,LSManipulativeEval,SEAManipulativeEval,GenHonestEval,LSHonestEval,SEAHonestEval,M_GenViciousEval,M_LSViciousEval,M_SEAViciousEval,M_GenVirtuousEval,M_LSVirtuousEval,M_SEAVirtuousEval,M_GenRecklessEval,M_LSRecklessEval,M_SEARecklessEval,M_GenCourageousEval,M_LSCourageousEval,M_SEACourageousEval,M_GenSelfishEval,M_LSSelfishEval,M_SEASelfishEval,M_GenGenerousEval,M_LSGenerousEval,M_SEAGenerousEval,M_GenCruelEval,M_LSCruelEval,M_SEACruelEval,M_GenCompassionateEv,M_LSCompassionateEva,M_SEACompassionateEv,M_GenRudeEval,M_LSRudeEval,M_SEARudeEval,M_GenFriendlyEval,M_LSFriendlyEval,M_SEAFriendlyEval,M_GenManipulativeEva,M_LSManipulativeEval,M_SEAManipulativeEva,M_GenHonestEval,M_LSHonestEval,M_SEAHonestEval,QuantSliderEval_1,M_QuantSliderEval_1,CharacterSpeakerEval,NaturallyGoodBadEval,Q44,Q45,Q46
2020-04-24 16:18:13,2020-04-24 16:19:23,0,208.102.104.239,100,69,1,2020-04-24 16:19:34,R_3mfNPwTBgy69ZfM,,,,,39.141693115234375,-84.5171966552734375,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,1,1,1,English,40
2020-04-24 16:17:15,2020-04-24 16:19:19,0,168.149.146.124,100,124,1,2020-04-24 16:19:34,R_1GTGUwPIvd8Vk7z,,,,,40.793792724609375,-74.48780059814453125,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,3,1,1,English,27
2020-04-24 16:10:20,2020-04-24 16:19:24,0,96.32.30.254,100,544,1,2020-04-24 16:19:34,R_3HZWi8mRz0Ei9u2,,,,,41.9783935546875,-71.89969635009765625,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,English,30
2020-04-24 16:16:55,2020-04-24 16:19:26,0,143.59.86.26,100,150,1,2020-04-24 16:19:34,R_3sv7TJcw949yAM1,,,,,42.3755035400390625,-83.288299560546875,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,72,1,1,2,English,26
2020-04-24 16:12:04,2020-04-24 16:19:35,0,108.213.128.25,100,450,1,2020-04-24 16:19:35,R_3RkgeBl83NuixB7,,,,,33.9875030517578125,-81.00250244140625,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,30,1,1,1,English,41
2020-04-24 16:18:56,2020-04-24 16:19:36,0,66.69.131.39,100,40,1,2020-04-24 16:19:37,R_3PtoEVLed5crq9p,,,,,33.951904296875,-98.51450347900390625,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,3,2,1,English,31
2020-04-24 16:18:29,2020-04-24 16:19:49,0,67.163.169.138,100,80,1,2020-04-24 16:19:50,R_e8JxzCF0a1Ae7lf,,,,,39.595306396484375,-79.9228973388671875,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,15,1,1,1,English,28
2020-04-24 16:17:37,2020-04-24 16:19:53,0,24.220.231.12,100,135,1,2020-04-24 16:19:53,R_CZyJ0BW2U09eU5X,,,,,43.52349853515625,-96.73850250244140625,anonymous,EN,1,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,english,54
2020-04-24 16:18:26,2020-04-24 16:19:57,0,73.237.250.59,100,90,1,2020-04-24 16:19:57,R_31vfYeiF2ADTHrj,,,,,33.9134979248046875,-84.6858978271484375,anonymous,EN,1,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,2,1,2,english,47
2020-04-24 16:17:09,2020-04-24 16:19:59,0,68.207.45.249,100,170,1,2020-04-24 16:19:59,R_2TEItK2chhiMP32,,,,,28.703094482421875,-100.4785003662109375,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,2,1,2,English,27
2020-04-24 16:18:50,2020-04-24 16:20:00,0,24.73.184.178,100,69,1,2020-04-24 16:20:01,R_tEt74vg8hWkNd29,,,,,33.4944000244140625,-86.80280303955078125,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,english,44
2020-04-24 16:18:06,2020-04-24 16:20:05,0,74.110.120.24,100,118,1,2020-04-24 16:20:06,R_6POOiNilmWFZA65,,,,,36.796905517578125,-76.1797027587890625,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,English,43
2020-04-24 16:17:12,2020-04-24 16:20:14,0,108.31.43.37,100,182,1,2020-04-24 16:20:15,R_8IgmxkV2DISfE2J,,,,,38.6759033203125,-77.31569671630859375,anonymous,EN,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,1,1,1,English,55
2020-04-24 16:17:05,2020-04-24 16:20:19,0,71.181.126.185,100,193,1,2020-04-24 16:20:19,R_1FbU91ryxqsPWLV,,,,,44.22039794921875,-72.217498779296875,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,english,29
2020-04-24 16:17:59,2020-04-24 16:20:22,0,75.118.184.75,100,142,1,2020-04-24 16:20:22,R_QlCwsIvad9QiBkR,,,,,41.5019989013671875,-82.00910186767578125,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,1,1,1,english,54
2020-04-24 16:19:21,2020-04-24 16:20:30,0,73.147.3.42,100,68,1,2020-04-24 16:20:30,R_10CWjUqOCm8ftwG,,,,,37.4532012939453125,-79.109100341796875,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,1,2,1,English,45
2020-04-24 16:18:49,2020-04-24 16:20:31,0,172.58.155.222,100,102,1,2020-04-24 16:20:32,R_1QgUEsETg8xe0fX,,,,,35.2843017578125,-80.76000213623046875,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,2,2,English,40
2020-04-24 16:19:12,2020-04-24 16:20:35,0,66.30.61.57,100,83,1,2020-04-24 16:20:36,R_3kcRC9dYBoVb90v,,,,,42.4337005615234375,-71.4568023681640625,anonymous,EN,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,1,1,1,English,34
2020-04-24 16:19:17,2020-04-24 16:20:41,0,172.58.142.246,100,84,1,2020-04-24 16:20:42,R_20UtwjXvK5XDGVY,,,,,41.690399169921875,-87.61569976806640625,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,70,3,1,1,English,34
2020-04-24 16:19:41,2020-04-24 16:20:46,0,66.172.203.23,100,64,1,2020-04-24 16:20:46,R_29nLWTo4VqCaOy2,,,,,41.8939971923828125,-94.68000030517578125,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,English,38
2020-04-24 16:19:36,2020-04-24 16:20:49,0,146.115.221.21,100,72,1,2020-04-24 16:20:49,R_1IiWXqjlJ3gcUgc,,,,,40.595001220703125,-75.528900146484375,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,70,1,2,2,english,22
2020-04-24 16:18:56,2020-04-24 16:20:52,0,207.235.121.86,100,115,1,2020-04-24 16:20:52,R_29czNIaSB3EfOEx,,,,,30.0178070068359375,-97.1493988037109375,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,1,2,English,44
2020-04-24 16:19:08,2020-04-24 16:20:58,0,137.103.101.57,100,109,1,2020-04-24 16:20:58,R_1QsXSVOBUHyLj5L,,,,,41.3668060302734375,-72.233001708984375,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,50,2,2,1,English,32
2020-04-24 16:19:24,2020-04-24 16:21:07,0,75.161.227.59,100,103,1,2020-04-24 16:21:08,R_C9bO42jYRHn9W6d,,,,,35.05059814453125,-106.7248992919921875,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,90,1,1,1,English,35
2020-04-24 16:17:46,2020-04-24 16:21:12,0,173.168.68.36,100,205,1,2020-04-24 16:21:12,R_8IDHgNucQo9BaRb,,,,,27.8672027587890625,-82.35030364990234375,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,1,1,2,English,26
2020-04-24 16:19:43,2020-04-24 16:21:18,0,23.123.202.101,100,95,1,2020-04-24 16:21:19,R_21di1xAZFaaxRWT,,,,,31.960693359375,-88.716796875,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,1,1,2,english,22
2020-04-24 16:20:42,2020-04-24 16:21:19,0,69.140.125.162,100,37,1,2020-04-24 16:21:19,R_1ITcLmdntT2BxCr,,,,,38.842803955078125,-77.089996337890625,anonymous,EN,1,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,English,29
2020-04-24 16:11:06,2020-04-24 16:21:23,0,66.116.35.29,100,616,1,2020-04-24 16:21:23,R_1lxHiEOUX9LYrNZ,,,,,39.4795989990234375,-88.3755035400390625,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,80,3,1,1,English,59
2020-04-24 16:19:14,2020-04-24 16:21:32,0,73.138.148.210,100,137,1,2020-04-24 16:21:32,R_3JqSxQ0RYl4NYi9,,,,,26.316497802734375,-80.27480316162109375,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,1,1,1,English,22
2020-04-24 16:19:54,2020-04-24 16:21:42,0,32.210.205.71,100,107,1,2020-04-24 16:21:42,R_1jVUpBBfiq0WMoy,,,,,41.2169952392578125,-73.05519866943359375,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,1,1,2,english,60
2020-04-24 16:20:10,2020-04-24 16:21:42,0,69.244.224.248,100,91,1,2020-04-24 16:21:42,R_1hX8HhEkGUwGUVM,,,,,36.68829345703125,-79.868499755859375,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,1,1,2,English,25
2020-04-24 16:20:03,2020-04-24 16:21:43,0,67.223.0.174,100,100,1,2020-04-24 16:21:43,R_2f7Lcl1YuAxpt4V,,,,,36.568603515625,-82.1819000244140625,anonymous,EN,1,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,1,1,1,english,38
2020-04-24 16:19:02,2020-04-24 16:21:44,0,76.114.99.55,100,162,1,2020-04-24 16:21:45,R_2YVdSNwMfoBBVnb,,,,,36.0048065185546875,-86.78859710693359375,anonymous,EN,1,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,1,1,2,Japanese,61
2020-04-24 16:20:04,2020-04-24 16:21:45,0,173.171.205.77,100,101,1,2020-04-24 16:21:46,R_2lEjpxzXp7R14pH,,,,,28.11309814453125,-81.6240997314453125,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,27,1,1,1,Englidh,54
2020-04-24 16:19:13,2020-04-24 16:21:46,0,162.246.114.78,100,153,1,2020-04-24 16:21:46,R_1pxqnNpGZ0reOhY,,,,,41.162200927734375,-85.4723968505859375,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,65,1,1,2,english,61
2020-04-24 16:20:38,2020-04-24 16:21:49,0,71.200.16.3,100,71,1,2020-04-24 16:21:50,R_3J2WAa0CS9OgVLX,,,,,38.8842010498046875,-76.99410247802734375,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,English,29
2020-04-24 16:18:55,2020-04-24 16:21:58,0,174.28.161.160,100,183,1,2020-04-24 16:21:59,R_3qR43IuZQceTdDT,,,,,35.248504638671875,-106.68180084228515625,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,English,34
2020-04-24 16:21:03,2020-04-24 16:22:00,0,98.34.28.238,100,57,1,2020-04-24 16:22:01,R_2PbaQc1Fc6f4TXK,,,,,41.8446044921875,-89.48889923095703125,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,1,1,2,english,31
2020-04-24 16:20:04,2020-04-24 16:22:02,0,76.186.135.167,100,117,1,2020-04-24 16:22:02,R_25SKMcTZikvO2Le,,,,,33.1974029541015625,-96.61769866943359375,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,3,1,2,English,49
2020-04-24 16:20:35,2020-04-24 16:22:03,0,68.204.214.125,100,87,1,2020-04-24 16:22:03,R_2q9HyZt088Wer6U,,,,,28.5977935791015625,-81.302398681640625,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,1,2,English,58
2020-04-24 16:20:16,2020-04-24 16:22:03,0,198.85.228.129,100,106,1,2020-04-24 16:22:03,R_299UKP7KVtYb0Yi,,,,,35.710906982421875,-78.65940093994140625,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1,english,56
2020-04-24 16:21:20,2020-04-24 16:22:06,0,107.77.226.17,100,46,1,2020-04-24 16:22:07,R_0OFJFHLVVuNQeZ3,,,,,40.6678924560546875,-74.1177978515625,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,55,1,1,1,English,30
2020-04-24 16:21:02,2020-04-24 16:22:18,0,67.78.179.62,100,76,1,2020-04-24 16:22:18,R_eaDFxeF5asznIAh,,,,,28.5435943603515625,-81.37380218505859375,anonymous,EN,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,English,31
2020-04-24 16:20:46,2020-04-24 16:22:49,0,172.4.222.226,100,122,1,2020-04-24 16:22:49,R_1jYZW1MO3gKZ3aM,,,,,41.70880126953125,-83.6053009033203125,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1,1,1,English,29
2020-04-24 16:21:55,2020-04-24 16:22:51,0,69.117.84.116,100,55,1,2020-04-24 16:22:52,R_1Qs8OXcTUbcT4hH,,,,,40.63720703125,-73.9037017822265625,anonymous,EN,1,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,1,1,1,English,25
2020-04-24 16:22:01,2020-04-24 16:23:02,0,24.61.162.125,100,61,1,2020-04-24 16:23:03,R_p9MVYrz5HxdIMxz,,,,,43.160400390625,-71.41790008544921875,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,73,3,2,1,English,31
2020-04-24 16:20:31,2020-04-24 16:23:02,0,76.177.111.57,100,151,1,2020-04-24 16:23:03,R_xly0HDngEhxifwl,,,,,37.985107421875,-84.17240142822265625,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,2,1,2,english,65
2020-04-24 16:21:14,2020-04-24 16:23:05,0,24.209.153.135,100,110,1,2020-04-24 16:23:05,R_24uTVTWVslI6Tij,,,,,43.0005950927734375,-88.220001220703125,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,3,1,1,English,29
2020-04-24 16:21:31,2020-04-24 16:23:11,0,47.28.105.211,100,99,1,2020-04-24 16:23:11,R_vc6G4LqZ4A1xsB3,,,,,34.16070556640625,-118.2263946533203125,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,44,3,1,1,English,30
2020-04-24 16:15:24,2020-04-24 16:23:14,0,73.161.249.212,100,469,1,2020-04-24 16:23:14,R_BXiv3iwKA1CZymZ,,,,,42.5579986572265625,-82.9980010986328125,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,1,1,1,English,34
2020-04-24 16:20:49,2020-04-24 16:23:19,0,142.197.43.44,100,149,1,2020-04-24 16:23:19,R_82IpGbEO8hwYaGt,,,,,28.902496337890625,-81.2480010986328125,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,1,1,2,English,37
2020-04-24 16:22:49,2020-04-24 16:23:25,0,73.76.208.148,100,35,1,2020-04-24 16:23:25,R_1Cx5gJjgMLLxxUj,,,,,29.6009063720703125,-95.2239990234375,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,English,26
2020-04-24 16:22:27,2020-04-24 16:23:30,0,69.73.115.23,100,62,1,2020-04-24 16:23:30,R_33yjPQOuI85881A,,,,,35.9375,-84.072998046875,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,English,33
2020-04-24 16:19:06,2020-04-24 16:23:34,0,156.99.44.197,100,267,1,2020-04-24 16:23:35,R_216YfsMZwKkNcyp,,,,,44.906402587890625,-93.2406005859375,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,1,1,1,English,58
2020-04-24 16:21:14,2020-04-24 16:23:38,0,75.90.109.168,100,143,1,2020-04-24 16:23:38,R_2ril9UfACc7V6hM,,,,,31.2462005615234375,-83.65489959716796875,anonymous,EN,1,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,2,1,1,english,68
2020-04-24 16:22:57,2020-04-24 16:23:58,0,75.82.110.65,100,60,1,2020-04-24 16:23:59,R_r9E7KMzSzj3K1u9,,,,,34.14129638671875,-118.6598968505859375,anonymous,EN,1,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,3,2,2,"English ",37
2020-04-24 16:22:39,2020-04-24 16:24:38,0,65.60.89.50,100,119,1,2020-04-24 16:24:39,R_3MzpS2rHRpN2V7y,,,,,33.7256011962890625,-117.911895751953125,anonymous,EN,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,English,38
2020-04-24 16:22:19,2020-04-24 16:24:40,0,73.250.59.138,100,140,1,2020-04-24 16:24:40,R_3JrtppWc19pQaU4,,,,,39.289093017578125,-76.55829620361328125,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,3,2,1,English,33
2020-04-24 16:02:41,2020-04-24 16:24:42,0,96.47.230.130,100,1320,1,2020-04-24 16:24:42,R_OuT6a5BKfQGFhPX,,,,,25.7805938720703125,-80.1826019287109375,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,1,1,english,30
2020-04-24 16:23:00,2020-04-24 16:24:51,0,47.184.17.168,100,111,1,2020-04-24 16:24:52,R_1gvfcaPuTzTLNf5,,,,,33.028594970703125,-96.87359619140625,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,100,1,2,1,English,28
2020-04-24 16:21:27,2020-04-24 16:24:53,0,74.5.159.98,100,205,1,2020-04-24 16:24:53,R_3Oko3caaDEWuX78,,,,,40.17779541015625,-77.2328033447265625,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,English,37
2020-04-24 16:23:34,2020-04-24 16:25:00,0,174.82.243.45,100,86,1,2020-04-24 16:25:04,R_3pchkaZRJ6hZr3z,,,,,44.9510040283203125,-89.53350067138671875,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,1,1,2,english,60
2020-04-24 16:22:01,2020-04-24 16:25:07,0,41.90.7.4,100,186,1,2020-04-24 16:25:08,R_2TsNwSwdkK5l7vw,,,,,-1.2841033935546875,36.8155059814453125,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,2,2,1,English,39
2020-04-24 16:20:52,2020-04-24 16:25:12,0,71.241.133.135,100,259,1,2020-04-24 16:25:14,R_3KAzuZTaqr031Tb,,,,,44.4358978271484375,-69.01439666748046875,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,75,1,1,1,English,66
2020-04-24 16:22:30,2020-04-24 16:25:15,0,72.220.136.101,100,165,1,2020-04-24 16:25:15,R_3qsBmnrCj0g4TyZ,,,,,32.638702392578125,-117.08010101318359375,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,81,1,1,1,English,29
2020-04-24 16:22:19,2020-04-24 16:25:16,0,86.106.87.92,100,177,1,2020-04-24 16:25:17,R_3suhstQQsY55xK0,,,,,25.7805938720703125,-80.1826019287109375,anonymous,EN,1,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,3,1,2,English,29
2020-04-24 16:23:20,2020-04-24 16:25:22,0,173.172.88.46,100,121,1,2020-04-24 16:25:22,R_3dR4uw3YeOCuxfU,,,,,39.0536956787109375,-94.59059906005859375,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,3,1,2,English,38
2020-04-24 16:24:55,2020-04-24 16:25:41,0,68.33.184.76,100,46,1,2020-04-24 16:25:42,R_3PTPQjQtRWn3TBO,,,,,39.304595947265625,-76.64119720458984375,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,English,31
